Game 00000: Roll: 91, Reward: 1.010204081632653, Nonce: 0, Client-Seed: 1337awesome, Server-Seed: 1888431046
Game 00229: Roll: 39, Reward: 1.010204081632653, Nonce: 229, Client-Seed: 1337awesome, Server-Seed: 1918517606
Game 00230: Roll: 57, Reward: 1.010204081632653, Nonce: 230, Client-Seed: 1337awesome, Server-Seed: 218570336
Game 00231: Roll: 08, Reward: 1.010204081632653, Nonce: 231, Client-Seed: 1337awesome, Server-Seed: 2985335746
Game 00232: Roll: 36, Reward: 1.010204081632653, Nonce: 232, Client-Seed: 1337awesome, Server-Seed: 1482560227
Game 00233: Roll: 10, Reward: 1.010204081632653, Nonce: 233, Client-Seed: 1337awesome, Server-Seed: 3731606772
Game 00234: Roll: 79, Reward: 1.010204081632653, Nonce: 234, Client-Seed: 1337awesome, Server-Seed: 810275003
Game 00235: Roll: 55, Reward: 1.010204081632653, Nonce: 235, Client-Seed: 1337awesome, Server-Seed: 989861753
Game 00236: Roll: 72, Reward: 1.010204081632653, Nonce: 236, Client-Seed: 1337awesome, Server-Seed: 2180146321
Game 00237: Roll: 53, Reward: 1.010204081632653, Nonce: 237, Client-Seed: 1337awesome, Server-Seed: 4091477070
Game 00238: Roll: 93, Reward: 1.010204081632653, Nonce: 238, Client-Seed: 1337awesome, Server-Seed: 2658578534
Game 00239: Roll: 84, Reward: 1.010204081632653, Nonce: 239, Client-Seed: 1337awesome, Server-Seed: 2343129255
Game 00240: Roll: 57, Reward: 1.010204081632653, Nonce: 240, Client-Seed: 1337awesome, Server-Seed: 3858839154
Game 00241: Roll: 59, Reward: 1.010204081632653, Nonce: 241, Client-Seed: 1337awesome, Server-Seed: 2499649707
Game 00242: Roll: 76, Reward: 1.010204081632653, Nonce: 242, Client-Seed: 1337awesome, Server-Seed: 1476669799
Game 00243: Roll: 31, Reward: 1.010204081632653, Nonce: 243, Client-Seed: 1337awesome, Server-Seed: 2121785446
Game 00244: Roll: 13, Reward: 1.010204081632653, Nonce: 244, Client-Seed: 1337awesome, Server-Seed: 1434069776
Game 00245: Roll: 25, Reward: 1.010204081632653, Nonce: 245, Client-Seed: 1337awesome, Server-Seed: 1860299607
Game 00246: Roll: 44, Reward: 1.010204081632653, Nonce: 246, Client-Seed: 1337awesome, Server-Seed: 4293832821
Game 00247: Roll: 93, Reward: 1.010204081632653, Nonce: 247, Client-Seed: 1337awesome, Server-Seed: 3454279132
Game 00248: Roll: 55, Reward: 1.010204081632653, Nonce: 248, Client-Seed: 1337awesome, Server-Seed: 2130793962
Game 00249: Roll: 36, Reward: 1.010204081632653, Nonce: 249, Client-Seed: 1337awesome, Server-Seed: 1604810728
Game 00250: Roll: 43, Reward: 1.010204081632653, Nonce: 250, Client-Seed: 1337awesome, Server-Seed: 3264417804
Game 00251: Roll: 80, Reward: 1.010204081632653, Nonce: 251, Client-Seed: 1337awesome, Server-Seed: 1448600621
Game 00252: Roll: 56, Reward: 1.010204081632653, Nonce: 252, Client-Seed: 1337awesome, Server-Seed: 2573072110
Game 00253: Roll: 92, Reward: 1.010204081632653, Nonce: 253, Client-Seed: 1337awesome, Server-Seed: 3426320845
Game 00254: Roll: 64, Reward: 1.010204081632653, Nonce: 254, Client-Seed: 1337awesome, Server-Seed: 4046414476
Game 00255: Roll: 64, Reward: 1.010204081632653, Nonce: 255, Client-Seed: 1337awesome, Server-Seed: 3210240035
Game 00256: Roll: 54, Reward: 1.010204081632653, Nonce: 256, Client-Seed: 1337awesome, Server-Seed: 3080110223
Game 00257: Roll: 88, Reward: 1.010204081632653, Nonce: 257, Client-Seed: 1337awesome, Server-Seed: 3678006301
Game 00258: Roll: 14, Reward: 1.010204081632653, Nonce: 258, Client-Seed: 1337awesome, Server-Seed: 493670372
Game 00259: Roll: 42, Reward: 1.010204081632653, Nonce: 259, Client-Seed: 1337awesome, Server-Seed: 1247589116
Game 00260: Roll: 44, Reward: 1.010204081632653, Nonce: 260, Client-Seed: 1337awesome, Server-Seed: 1997196919
Game 00261: Roll: 40, Reward: 1.010204081632653, Nonce: 261, Client-Seed: 1337awesome, Server-Seed: 4122497524
Game 00262: Roll: 26, Reward: 1.010204081632653, Nonce: 262, Client-Seed: 1337awesome, Server-Seed: 2873974177
Game 00263: Roll: 18, Reward: 1.010204081632653, Nonce: 263, Client-Seed: 1337awesome, Server-Seed: 2279237481
Game 00264: Roll: 09, Reward: 1.010204081632653, Nonce: 264, Client-Seed: 1337awesome, Server-Seed: 2339643009
Game 00265: Roll: 08, Reward: 1.010204081632653, Nonce: 265, Client-Seed: 1337awesome, Server-Seed: 2751061859
Game 00266: Roll: 28, Reward: 1.010204081632653, Nonce: 266, Client-Seed: 1337awesome, Server-Seed: 40526746
Game 00267: Roll: 77, Reward: 1.010204081632653, Nonce: 267, Client-Seed: 1337awesome, Server-Seed: 2011047527
Game 00268: Roll: 17, Reward: 1.010204081632653, Nonce: 268, Client-Seed: 1337awesome, Server-Seed: 2312241025
Game 00269: Roll: 84, Reward: 1.010204081632653, Nonce: 269, Client-Seed: 1337awesome, Server-Seed: 3401183301
Game 00270: Roll: 19, Reward: 1.010204081632653, Nonce: 270, Client-Seed: 1337awesome, Server-Seed: 1211894414
Game 00271: Roll: 36, Reward: 1.010204081632653, Nonce: 271, Client-Seed: 1337awesome, Server-Seed: 205063217
Game 00272: Roll: 61, Reward: 1.010204081632653, Nonce: 272, Client-Seed: 1337awesome, Server-Seed: 3546883165
Game 00273: Roll: 97, Reward: 1.010204081632653, Nonce: 273, Client-Seed: 1337awesome, Server-Seed: 452221826
Game 00274: Roll: 76, Reward: 1.010204081632653, Nonce: 274, Client-Seed: 1337awesome, Server-Seed: 92406091
Game 00275: Roll: 79, Reward: 1.010204081632653, Nonce: 275, Client-Seed: 1337awesome, Server-Seed: 3370705900
Game 00276: Roll: 19, Reward: 1.010204081632653, Nonce: 276, Client-Seed: 1337awesome, Server-Seed: 3315388205
Game 00277: Roll: 74, Reward: 1.010204081632653, Nonce: 277, Client-Seed: 1337awesome, Server-Seed: 4086334798
Game 00278: Roll: 08, Reward: 1.010204081632653, Nonce: 278, Client-Seed: 1337awesome, Server-Seed: 1624046493
Game 00279: Roll: 21, Reward: 1.010204081632653, Nonce: 279, Client-Seed: 1337awesome, Server-Seed: 424086668
Game 00280: Roll: 100, Reward: 0, Nonce: 280, Client-Seed: 1337awesome, Server-Seed: 3497203985
Game 00281: Roll: 99, Reward: 0, Nonce: 281, Client-Seed: 1337awesome, Server-Seed: 2839479259
Game 00282: Roll: 94, Reward: 1.010204081632653, Nonce: 282, Client-Seed: 1337awesome, Server-Seed: 2209981978
Game 00283: Roll: 95, Reward: 1.010204081632653, Nonce: 283, Client-Seed: 1337awesome, Server-Seed: 2427714581
Game 00284: Roll: 09, Reward: 1.010204081632653, Nonce: 284, Client-Seed: 1337awesome, Server-Seed: 3391156867
Game 00285: Roll: 20, Reward: 1.010204081632653, Nonce: 285, Client-Seed: 1337awesome, Server-Seed: 3201754630
Game 00286: Roll: 78, Reward: 1.010204081632653, Nonce: 286, Client-Seed: 1337awesome, Server-Seed: 439374347
Game 00287: Roll: 12, Reward: 1.010204081632653, Nonce: 287, Client-Seed: 1337awesome, Server-Seed: 1617185571
Game 00288: Roll: 51, Reward: 1.010204081632653, Nonce: 288, Client-Seed: 1337awesome, Server-Seed: 4095554381
Game 00289: Roll: 94, Reward: 1.010204081632653, Nonce: 289, Client-Seed: 1337awesome, Server-Seed: 2161807190
Game 00290: Roll: 24, Reward: 1.010204081632653, Nonce: 290, Client-Seed: 1337awesome, Server-Seed: 2518998650
Game 00291: Roll: 75, Reward: 1.010204081632653, Nonce: 291, Client-Seed: 1337awesome, Server-Seed: 1046142660
Game 00292: Roll: 42, Reward: 1.010204081632653, Nonce: 292, Client-Seed: 1337awesome, Server-Seed: 3394695869
Game 00293: Roll: 75, Reward: 1.010204081632653, Nonce: 293, Client-Seed: 1337awesome, Server-Seed: 575995761
Game 00294: Roll: 52, Reward: 1.010204081632653, Nonce: 294, Client-Seed: 1337awesome, Server-Seed: 2983345917
Game 00295: Roll: 100, Reward: 0, Nonce: 295, Client-Seed: 1337awesome, Server-Seed: 2819538895
Game 00296: Roll: 09, Reward: 1.010204081632653, Nonce: 296, Client-Seed: 1337awesome, Server-Seed: 1058008884
Game 00297: Roll: 85, Reward: 1.010204081632653, Nonce: 297, Client-Seed: 1337awesome, Server-Seed: 3061514395
Game 00298: Roll: 54, Reward: 1.010204081632653, Nonce: 298, Client-Seed: 1337awesome, Server-Seed: 4074079590
Game 00299: Roll: 57, Reward: 1.010204081632653, Nonce: 299, Client-Seed: 1337awesome, Server-Seed: 2225285244
Game 00300: Roll: 67, Reward: 1.010204081632653, Nonce: 300, Client-Seed: 1337awesome, Server-Seed: 1094955647
Game 00301: Roll: 14, Reward: 1.010204081632653, Nonce: 301, Client-Seed: 1337awesome, Server-Seed: 2613824029
Game 00302: Roll: 52, Reward: 1.010204081632653, Nonce: 302, Client-Seed: 1337awesome, Server-Seed: 4200272991
Game 00303: Roll: 34, Reward: 1.010204081632653, Nonce: 303, Client-Seed: 1337awesome, Server-Seed: 3638001092
Game 00304: Roll: 39, Reward: 1.010204081632653, Nonce: 304, Client-Seed: 1337awesome, Server-Seed: 1394443478
Game 00305: Roll: 30, Reward: 1.010204081632653, Nonce: 305, Client-Seed: 1337awesome, Server-Seed: 3947349206
Game 00306: Roll: 44, Reward: 1.010204081632653, Nonce: 306, Client-Seed: 1337awesome, Server-Seed: 2818556915
Game 00307: Roll: 06, Reward: 1.010204081632653, Nonce: 307, Client-Seed: 1337awesome, Server-Seed: 3082615210
Game 00308: Roll: 14, Reward: 1.010204081632653, Nonce: 308, Client-Seed: 1337awesome, Server-Seed: 3625226828
Game 00309: Roll: 33, Reward: 1.010204081632653, Nonce: 309, Client-Seed: 1337awesome, Server-Seed: 2493004595
Game 00310: Roll: 58, Reward: 1.010204081632653, Nonce: 310, Client-Seed: 1337awesome, Server-Seed: 2221913509
Game 00311: Roll: 85, Reward: 1.010204081632653, Nonce: 311, Client-Seed: 1337awesome, Server-Seed: 648634670
Game 00312: Roll: 49, Reward: 1.010204081632653, Nonce: 312, Client-Seed: 1337awesome, Server-Seed: 3449538051
Game 00313: Roll: 59, Reward: 1.010204081632653, Nonce: 313, Client-Seed: 1337awesome, Server-Seed: 4252681468
Game 00314: Roll: 77, Reward: 1.010204081632653, Nonce: 314, Client-Seed: 1337awesome, Server-Seed: 1634939017
Game 00315: Roll: 04, Reward: 1.010204081632653, Nonce: 315, Client-Seed: 1337awesome, Server-Seed: 3264270668
Game 00316: Roll: 33, Reward: 1.010204081632653, Nonce: 316, Client-Seed: 1337awesome, Server-Seed: 2681793027
Game 00317: Roll: 91, Reward: 1.010204081632653, Nonce: 317, Client-Seed: 1337awesome, Server-Seed: 2897816921
Game 00318: Roll: 12, Reward: 1.010204081632653, Nonce: 318, Client-Seed: 1337awesome, Server-Seed: 44247381
Game 00319: Roll: 64, Reward: 1.010204081632653, Nonce: 319, Client-Seed: 1337awesome, Server-Seed: 3155905683
Game 00320: Roll: 33, Reward: 1.010204081632653, Nonce: 320, Client-Seed: 1337awesome, Server-Seed: 136062249
Game 00321: Roll: 42, Reward: 1.010204081632653, Nonce: 321, Client-Seed: 1337awesome, Server-Seed: 2124752065
Game 00322: Roll: 29, Reward: 1.010204081632653, Nonce: 322, Client-Seed: 1337awesome, Server-Seed: 4005280301
Game 00323: Roll: 19, Reward: 1.010204081632653, Nonce: 323, Client-Seed: 1337awesome, Server-Seed: 4241296667
Game 00324: Roll: 88, Reward: 1.010204081632653, Nonce: 324, Client-Seed: 1337awesome, Server-Seed: 1785237807
Game 00325: Roll: 24, Reward: 1.010204081632653, Nonce: 325, Client-Seed: 1337awesome, Server-Seed: 2727293309
Game 00326: Roll: 73, Reward: 1.010204081632653, Nonce: 326, Client-Seed: 1337awesome, Server-Seed: 2158584215
Game 00327: Roll: 39, Reward: 1.010204081632653, Nonce: 327, Client-Seed: 1337awesome, Server-Seed: 3847746108
Game 00328: Roll: 82, Reward: 1.010204081632653, Nonce: 328, Client-Seed: 1337awesome, Server-Seed: 2485444234
Game 00329: Roll: 24, Reward: 1.010204081632653, Nonce: 329, Client-Seed: 1337awesome, Server-Seed: 2768814145
Game 00330: Roll: 78, Reward: 1.010204081632653, Nonce: 330, Client-Seed: 1337awesome, Server-Seed: 107379759
Game 00331: Roll: 32, Reward: 1.010204081632653, Nonce: 331, Client-Seed: 1337awesome, Server-Seed: 3762493666
Game 00332: Roll: 40, Reward: 1.010204081632653, Nonce: 332, Client-Seed: 1337awesome, Server-Seed: 2177115889
Game 00333: Roll: 98, Reward: 1.010204081632653, Nonce: 333, Client-Seed: 1337awesome, Server-Seed: 741994696
Game 00334: Roll: 59, Reward: 1.010204081632653, Nonce: 334, Client-Seed: 1337awesome, Server-Seed: 758328319
Game 00335: Roll: 94, Reward: 1.010204081632653, Nonce: 335, Client-Seed: 1337awesome, Server-Seed: 3089944963
Game 00336: Roll: 28, Reward: 1.010204081632653, Nonce: 336, Client-Seed: 1337awesome, Server-Seed: 1402808320
Game 00337: Roll: 34, Reward: 1.010204081632653, Nonce: 337, Client-Seed: 1337awesome, Server-Seed: 575201435
Game 00338: Roll: 71, Reward: 1.010204081632653, Nonce: 338, Client-Seed: 1337awesome, Server-Seed: 1274213232
Game 00339: Roll: 66, Reward: 1.010204081632653, Nonce: 339, Client-Seed: 1337awesome, Server-Seed: 3358158385
Game 00340: Roll: 44, Reward: 1.010204081632653, Nonce: 340, Client-Seed: 1337awesome, Server-Seed: 3004211891
Game 00341: Roll: 26, Reward: 1.010204081632653, Nonce: 341, Client-Seed: 1337awesome, Server-Seed: 1819033339
Game 00342: Roll: 05, Reward: 1.010204081632653, Nonce: 342, Client-Seed: 1337awesome, Server-Seed: 2774904158
Game 00343: Roll: 76, Reward: 1.010204081632653, Nonce: 343, Client-Seed: 1337awesome, Server-Seed: 1480113554
Game 00344: Roll: 85, Reward: 1.010204081632653, Nonce: 344, Client-Seed: 1337awesome, Server-Seed: 2474930765
Game 00345: Roll: 48, Reward: 1.010204081632653, Nonce: 345, Client-Seed: 1337awesome, Server-Seed: 3538739840
Game 00346: Roll: 52, Reward: 1.010204081632653, Nonce: 346, Client-Seed: 1337awesome, Server-Seed: 2733963007
Game 00347: Roll: 46, Reward: 1.010204081632653, Nonce: 347, Client-Seed: 1337awesome, Server-Seed: 2796338689
Game 00348: Roll: 83, Reward: 1.010204081632653, Nonce: 348, Client-Seed: 1337awesome, Server-Seed: 3363644496
Game 00349: Roll: 77, Reward: 1.010204081632653, Nonce: 349, Client-Seed: 1337awesome, Server-Seed: 1364460
Game 00350: Roll: 78, Reward: 1.010204081632653, Nonce: 350, Client-Seed: 1337awesome, Server-Seed: 3568763240
Game 00351: Roll: 43, Reward: 1.010204081632653, Nonce: 351, Client-Seed: 1337awesome, Server-Seed: 6579037
Game 00352: Roll: 74, Reward: 1.010204081632653, Nonce: 352, Client-Seed: 1337awesome, Server-Seed: 2544153979
Game 00353: Roll: 54, Reward: 1.010204081632653, Nonce: 353, Client-Seed: 1337awesome, Server-Seed: 3494554692
Game 00354: Roll: 66, Reward: 1.010204081632653, Nonce: 354, Client-Seed: 1337awesome, Server-Seed: 3422536791
Game 00355: Roll: 39, Reward: 1.010204081632653, Nonce: 355, Client-Seed: 1337awesome, Server-Seed: 790949505
Game 00356: Roll: 45, Reward: 1.010204081632653, Nonce: 356, Client-Seed: 1337awesome, Server-Seed: 3242139500
Game 00357: Roll: 17, Reward: 1.010204081632653, Nonce: 357, Client-Seed: 1337awesome, Server-Seed: 1205023853
Game 00358: Roll: 59, Reward: 1.010204081632653, Nonce: 358, Client-Seed: 1337awesome, Server-Seed: 963218823
Game 00359: Roll: 57, Reward: 1.010204081632653, Nonce: 359, Client-Seed: 1337awesome, Server-Seed: 3367980792
Game 00360: Roll: 67, Reward: 1.010204081632653, Nonce: 360, Client-Seed: 1337awesome, Server-Seed: 484189674
Game 00361: Roll: 69, Reward: 1.010204081632653, Nonce: 361, Client-Seed: 1337awesome, Server-Seed: 859769880
Game 00362: Roll: 42, Reward: 1.010204081632653, Nonce: 362, Client-Seed: 1337awesome, Server-Seed: 3779120654
Game 00363: Roll: 44, Reward: 1.010204081632653, Nonce: 363, Client-Seed: 1337awesome, Server-Seed: 459288820
Game 00364: Roll: 34, Reward: 1.010204081632653, Nonce: 364, Client-Seed: 1337awesome, Server-Seed: 716421128
Game 00365: Roll: 18, Reward: 1.010204081632653, Nonce: 365, Client-Seed: 1337awesome, Server-Seed: 1880443356
Game 00366: Roll: 05, Reward: 1.010204081632653, Nonce: 366, Client-Seed: 1337awesome, Server-Seed: 1235675669
Game 00367: Roll: 88, Reward: 1.010204081632653, Nonce: 367, Client-Seed: 1337awesome, Server-Seed: 1022102916
Game 00368: Roll: 77, Reward: 1.010204081632653, Nonce: 368, Client-Seed: 1337awesome, Server-Seed: 2882926684
Game 00369: Roll: 91, Reward: 1.010204081632653, Nonce: 369, Client-Seed: 1337awesome, Server-Seed: 2487637239
Game 00370: Roll: 79, Reward: 1.010204081632653, Nonce: 370, Client-Seed: 1337awesome, Server-Seed: 1083454050
Game 00371: Roll: 63, Reward: 1.010204081632653, Nonce: 371, Client-Seed: 1337awesome, Server-Seed: 244882902
Game 00372: Roll: 30, Reward: 1.010204081632653, Nonce: 372, Client-Seed: 1337awesome, Server-Seed: 232930577
Game 00373: Roll: 41, Reward: 1.010204081632653, Nonce: 373, Client-Seed: 1337awesome, Server-Seed: 2554270037
Game 00374: Roll: 03, Reward: 1.010204081632653, Nonce: 374, Client-Seed: 1337awesome, Server-Seed: 48044528
Game 00375: Roll: 92, Reward: 1.010204081632653, Nonce: 375, Client-Seed: 1337awesome, Server-Seed: 1449674019
Game 00376: Roll: 23, Reward: 1.010204081632653, Nonce: 376, Client-Seed: 1337awesome, Server-Seed: 2937601160
Game 00377: Roll: 08, Reward: 1.010204081632653, Nonce: 377, Client-Seed: 1337awesome, Server-Seed: 2065289162
Game 00378: Roll: 82, Reward: 1.010204081632653, Nonce: 378, Client-Seed: 1337awesome, Server-Seed: 2804850608
Game 00379: Roll: 15, Reward: 1.010204081632653, Nonce: 379, Client-Seed: 1337awesome, Server-Seed: 1864885510
Game 00380: Roll: 54, Reward: 1.010204081632653, Nonce: 380, Client-Seed: 1337awesome, Server-Seed: 3445558555
Game 00381: Roll: 82, Reward: 1.010204081632653, Nonce: 381, Client-Seed: 1337awesome, Server-Seed: 1782310820
Game 00382: Roll: 04, Reward: 1.010204081632653, Nonce: 382, Client-Seed: 1337awesome, Server-Seed: 1036662489
Game 00383: Roll: 65, Reward: 1.010204081632653, Nonce: 383, Client-Seed: 1337awesome, Server-Seed: 2951051610
Game 00384: Roll: 03, Reward: 1.010204081632653, Nonce: 384, Client-Seed: 1337awesome, Server-Seed: 3136087135
Game 00385: Roll: 21, Reward: 1.010204081632653, Nonce: 385, Client-Seed: 1337awesome, Server-Seed: 3377572268
Game 00386: Roll: 87, Reward: 1.010204081632653, Nonce: 386, Client-Seed: 1337awesome, Server-Seed: 295719955
Game 00387: Roll: 83, Reward: 1.010204081632653, Nonce: 387, Client-Seed: 1337awesome, Server-Seed: 3849734159
Game 00388: Roll: 24, Reward: 1.010204081632653, Nonce: 388, Client-Seed: 1337awesome, Server-Seed: 3853906009
Game 00389: Roll: 79, Reward: 1.010204081632653, Nonce: 389, Client-Seed: 1337awesome, Server-Seed: 1620600732
Game 00390: Roll: 50, Reward: 1.010204081632653, Nonce: 390, Client-Seed: 1337awesome, Server-Seed: 2558430969
Game 00391: Roll: 65, Reward: 1.010204081632653, Nonce: 391, Client-Seed: 1337awesome, Server-Seed: 1713661685
Game 00392: Roll: 64, Reward: 1.010204081632653, Nonce: 392, Client-Seed: 1337awesome, Server-Seed: 2574996453
Game 00393: Roll: 70, Reward: 1.010204081632653, Nonce: 393, Client-Seed: 1337awesome, Server-Seed: 970906437
Game 00394: Roll: 48, Reward: 1.010204081632653, Nonce: 394, Client-Seed: 1337awesome, Server-Seed: 3537482002
Game 00395: Roll: 65, Reward: 1.010204081632653, Nonce: 395, Client-Seed: 1337awesome, Server-Seed: 1647519687
Game 00396: Roll: 08, Reward: 1.010204081632653, Nonce: 396, Client-Seed: 1337awesome, Server-Seed: 1593207241
Game 00397: Roll: 30, Reward: 1.010204081632653, Nonce: 397, Client-Seed: 1337awesome, Server-Seed: 585414375
Game 00398: Roll: 58, Reward: 1.010204081632653, Nonce: 398, Client-Seed: 1337awesome, Server-Seed: 4212196455
Game 00399: Roll: 67, Reward: 1.010204081632653, Nonce: 399, Client-Seed: 1337awesome, Server-Seed: 293043587
Game 00400: Roll: 18, Reward: 1.010204081632653, Nonce: 400, Client-Seed: 1337awesome, Server-Seed: 1439242001
Game 00401: Roll: 18, Reward: 1.010204081632653, Nonce: 401, Client-Seed: 1337awesome, Server-Seed: 1671411588
Game 00402: Roll: 24, Reward: 1.010204081632653, Nonce: 402, Client-Seed: 1337awesome, Server-Seed: 1826853756
Game 00403: Roll: 45, Reward: 1.010204081632653, Nonce: 403, Client-Seed: 1337awesome, Server-Seed: 312712702
Game 00404: Roll: 99, Reward: 0, Nonce: 404, Client-Seed: 1337awesome, Server-Seed: 1073453789
Game 00405: Roll: 21, Reward: 1.010204081632653, Nonce: 405, Client-Seed: 1337awesome, Server-Seed: 4113931618
Game 00406: Roll: 62, Reward: 1.010204081632653, Nonce: 406, Client-Seed: 1337awesome, Server-Seed: 693705687
Game 00407: Roll: 98, Reward: 1.010204081632653, Nonce: 407, Client-Seed: 1337awesome, Server-Seed: 765538011
Game 00408: Roll: 46, Reward: 1.010204081632653, Nonce: 408, Client-Seed: 1337awesome, Server-Seed: 739808776
Game 00409: Roll: 70, Reward: 1.010204081632653, Nonce: 409, Client-Seed: 1337awesome, Server-Seed: 1472319310
Game 00410: Roll: 28, Reward: 1.010204081632653, Nonce: 410, Client-Seed: 1337awesome, Server-Seed: 2692383147
Game 00411: Roll: 76, Reward: 1.010204081632653, Nonce: 411, Client-Seed: 1337awesome, Server-Seed: 4120216338
Game 00412: Roll: 44, Reward: 1.010204081632653, Nonce: 412, Client-Seed: 1337awesome, Server-Seed: 2488577402
Game 00413: Roll: 59, Reward: 1.010204081632653, Nonce: 413, Client-Seed: 1337awesome, Server-Seed: 973015533
Game 00414: Roll: 74, Reward: 1.010204081632653, Nonce: 414, Client-Seed: 1337awesome, Server-Seed: 719999742
Game 00415: Roll: 83, Reward: 1.010204081632653, Nonce: 415, Client-Seed: 1337awesome, Server-Seed: 3612178573
Game 00416: Roll: 89, Reward: 1.010204081632653, Nonce: 416, Client-Seed: 1337awesome, Server-Seed: 2779613979
Game 00417: Roll: 34, Reward: 1.010204081632653, Nonce: 417, Client-Seed: 1337awesome, Server-Seed: 703447060
Game 00418: Roll: 92, Reward: 1.010204081632653, Nonce: 418, Client-Seed: 1337awesome, Server-Seed: 1217378794
Game 00419: Roll: 54, Reward: 1.010204081632653, Nonce: 419, Client-Seed: 1337awesome, Server-Seed: 2063537073
Game 00420: Roll: 89, Reward: 1.010204081632653, Nonce: 420, Client-Seed: 1337awesome, Server-Seed: 81540936
Game 00421: Roll: 98, Reward: 1.010204081632653, Nonce: 421, Client-Seed: 1337awesome, Server-Seed: 266558952
Game 00422: Roll: 58, Reward: 1.010204081632653, Nonce: 422, Client-Seed: 1337awesome, Server-Seed: 2446677580
Game 00423: Roll: 80, Reward: 1.010204081632653, Nonce: 423, Client-Seed: 1337awesome, Server-Seed: 4215049764
Game 00424: Roll: 50, Reward: 1.010204081632653, Nonce: 424, Client-Seed: 1337awesome, Server-Seed: 471882925
Game 00425: Roll: 22, Reward: 1.010204081632653, Nonce: 425, Client-Seed: 1337awesome, Server-Seed: 2646636953
Game 00426: Roll: 29, Reward: 1.010204081632653, Nonce: 426, Client-Seed: 1337awesome, Server-Seed: 125154278
Game 00427: Roll: 15, Reward: 1.010204081632653, Nonce: 427, Client-Seed: 1337awesome, Server-Seed: 855595722
Game 00428: Roll: 58, Reward: 1.010204081632653, Nonce: 428, Client-Seed: 1337awesome, Server-Seed: 2432160182
Game 00429: Roll: 02, Reward: 1.010204081632653, Nonce: 429, Client-Seed: 1337awesome, Server-Seed: 3868825227
Game 00430: Roll: 51, Reward: 1.010204081632653, Nonce: 430, Client-Seed: 1337awesome, Server-Seed: 3750403246
Game 00431: Roll: 48, Reward: 1.010204081632653, Nonce: 431, Client-Seed: 1337awesome, Server-Seed: 1898809974
Game 00432: Roll: 39, Reward: 1.010204081632653, Nonce: 432, Client-Seed: 1337awesome, Server-Seed: 4048520724
Game 00433: Roll: 71, Reward: 1.010204081632653, Nonce: 433, Client-Seed: 1337awesome, Server-Seed: 2664206136
Game 00434: Roll: 70, Reward: 1.010204081632653, Nonce: 434, Client-Seed: 1337awesome, Server-Seed: 3403935200
Game 00435: Roll: 03, Reward: 1.010204081632653, Nonce: 435, Client-Seed: 1337awesome, Server-Seed: 3666879121
Game 00436: Roll: 76, Reward: 1.010204081632653, Nonce: 436, Client-Seed: 1337awesome, Server-Seed: 1336002580
Game 00437: Roll: 11, Reward: 1.010204081632653, Nonce: 437, Client-Seed: 1337awesome, Server-Seed: 777635101
Game 00438: Roll: 47, Reward: 1.010204081632653, Nonce: 438, Client-Seed: 1337awesome, Server-Seed: 694904561
Game 00439: Roll: 86, Reward: 1.010204081632653, Nonce: 439, Client-Seed: 1337awesome, Server-Seed: 128446541
Game 00440: Roll: 27, Reward: 1.010204081632653, Nonce: 440, Client-Seed: 1337awesome, Server-Seed: 4239190811
Game 00441: Roll: 68, Reward: 1.010204081632653, Nonce: 441, Client-Seed: 1337awesome, Server-Seed: 2325681491
Game 00442: Roll: 47, Reward: 1.010204081632653, Nonce: 442, Client-Seed: 1337awesome, Server-Seed: 3372386921
Game 00443: Roll: 19, Reward: 1.010204081632653, Nonce: 443, Client-Seed: 1337awesome, Server-Seed: 4419473
Game 00444: Roll: 60, Reward: 1.010204081632653, Nonce: 444, Client-Seed: 1337awesome, Server-Seed: 2091867186
Game 00445: Roll: 34, Reward: 1.010204081632653, Nonce: 445, Client-Seed: 1337awesome, Server-Seed: 3165073354
Game 00446: Roll: 53, Reward: 1.010204081632653, Nonce: 446, Client-Seed: 1337awesome, Server-Seed: 3013403203
Game 00447: Roll: 98, Reward: 1.010204081632653, Nonce: 447, Client-Seed: 1337awesome, Server-Seed: 3272409814
Game 00448: Roll: 75, Reward: 1.010204081632653, Nonce: 448, Client-Seed: 1337awesome, Server-Seed: 1220542494
Game 00449: Roll: 39, Reward: 1.010204081632653, Nonce: 449, Client-Seed: 1337awesome, Server-Seed: 3810231511
Game 00450: Roll: 64, Reward: 1.010204081632653, Nonce: 450, Client-Seed: 1337awesome, Server-Seed: 651515615
Game 00451: Roll: 29, Reward: 1.010204081632653, Nonce: 451, Client-Seed: 1337awesome, Server-Seed: 3624623136
Game 00452: Roll: 83, Reward: 1.010204081632653, Nonce: 452, Client-Seed: 1337awesome, Server-Seed: 2372203059
Game 00453: Roll: 77, Reward: 1.010204081632653, Nonce: 453, Client-Seed: 1337awesome, Server-Seed: 4025080864
Game 00454: Roll: 97, Reward: 1.010204081632653, Nonce: 454, Client-Seed: 1337awesome, Server-Seed: 695958064
Game 00455: Roll: 56, Reward: 1.010204081632653, Nonce: 455, Client-Seed: 1337awesome, Server-Seed: 1802306490
Game 00456: Roll: 93, Reward: 1.010204081632653, Nonce: 456, Client-Seed: 1337awesome, Server-Seed: 1103617361
Game 00457: Roll: 87, Reward: 1.010204081632653, Nonce: 457, Client-Seed: 1337awesome, Server-Seed: 2896126194
